US 500 (Dec) >2107.0 (4:15PM)	,	19:44.6	,	21.625
US 500 (Dec) >2107.0 (4:15PM)	,	19:39.5	,	22.125
US 500 (Dec) >2107.0 (4:15PM)	,	20:04.1	,	21.375
US 500 (Dec) >2107.0 (4:15PM)	,	20:06.1	,	20.875
US 500 (Dec) >2107.0 (4:15PM)	,	19:04.4	,	21.75
US 500 (Dec) >2107.0 (4:15PM)	,	19:11.5	,	22.125
US 500 (Dec) >2107.0 (4:15PM)	,	19:23.5	,	21.875
US 500 (Dec) >2107.0 (4:15PM)	,	20:47.4	,	20.375
US 500 (Dec) >2107.0 (4:15PM)	,	20:46.8	,	20.625
US 500 (Dec) >2107.0 (4:15PM)	,	20:36.4	,	20.875
US 500 (Dec) >2107.0 (4:15PM)	,	20:35.8	,	20.375
US 500 (Dec) >2107.0 (4:15PM)	,	20:35.3	,	20.625
US 500 (Dec) >2110.0 (4:15PM)	,	20:35.7	,	15.875
US 500 (Dec) >2110.0 (4:15PM)	,	20:36.4	,	16.25
US 500 (Dec) >2110.0 (4:15PM)	,	20:47.4	,	15.875
US 500 (Dec) >2110.0 (4:15PM)	,	19:11.5	,	17.375
US 500 (Dec) >2110.0 (4:15PM)	,	19:04.4	,	17.125
US 500 (Dec) >2110.0 (4:15PM)	,	20:05.7	,	16.375
US 500 (Dec) >2110.0 (4:15PM)	,	20:04.1	,	16.875
US 500 (Dec) >2110.0 (4:15PM)	,	20:04.1	,	16.625
US 500 (Dec) >2110.0 (4:15PM)	,	20:11.6	,	16.125
US 500 (Dec) >2110.0 (4:15PM)	,	20:11.6	,	15.875
US 500 (Dec) >2110.0 (4:15PM)	,	20:12.6	,	16.125
US 500 (Dec) >2110.0 (4:15PM)	,	20:17.6	,	16.375
US 500 (Dec) >2110.0 (4:15PM)	,	20:17.6	,	16.625
US 500 (Dec) >2110.0 (4:15PM)	,	20:17.6	,	16.25
US 500 (Dec) >2059.0 (4:15PM)	,	20:14.7	,	94.875
US 500 (Dec) >2059.0 (4:15PM)	,	20:14.7	,	95.125
US 500 (Dec) >2059.0 (4:15PM)	,	20:14.7	,	94.875
US 500 (Dec) >2059.0 (4:15PM)	,	20:14.7	,	95.125
US 500 (Dec) >2059.0 (4:15PM)	,	20:12.4	,	95.125
US 500 (Dec) >2059.0 (4:15PM)	,	20:11.6	,	94.875
US 500 (Dec) >2059.0 (4:15PM)	,	20:46.9	,	94.875
US 500 (Dec) >2059.0 (4:15PM)	,	20:36.4	,	95.125
US 500 (Dec) >2059.0 (4:15PM)	,	20:35.4	,	94.875
US 500 (Dec) >2113.0 (4:15PM)	,	20:36.4	,	12.375
US 500 (Dec) >2113.0 (4:15PM)	,	19:04.4	,	13.125
US 500 (Dec) >2113.0 (4:15PM)	,	19:11.5	,	13.375
US 500 (Dec) >2113.0 (4:15PM)	,	20:11.9	,	12.125
US 500 (Dec) >2113.0 (4:15PM)	,	20:12.6	,	12.375
US 500 (Dec) >2113.0 (4:15PM)	,	20:17.6	,	12.375
US 500 (Dec) >2113.0 (4:15PM)	,	20:04.2	,	12.875
US 500 (Dec) >2113.0 (4:15PM)	,	20:06.0	,	12.375
